time,response
2.0121703147888184,b'st\r\n'
2.021177291870117,b'Test\r\n'
2.0296900272369385,b'Test\r\n'
2.0381884574890137,b'Test\r\n'
2.04669451713562,b'Test\r\n'
2.0501952171325684,b'Test\r\n'
2.052196502685547,b'Test\r\n'
2.054205894470215,b'Test\r\n'
2.056699752807617,b'Test\r\n'
2.059201717376709,b'Test\r\n'
2.0612030029296875,b'Test\r\n'
2.0637047290802,b'Test\r\n'
2.065706968307495,b'Test\r\n'
2.0682077407836914,b'Test\r\n'
2.069709062576294,b'Test\r\n'
2.0717103481292725,b'Test\r\n'
2.0727107524871826,b'Test\r\n'
2.074212074279785,b'Test\r\n'
2.0762133598327637,b'Test\r\n'
2.0787160396575928,b'Test\r\n'
2.080718755722046,b'Test\r\n'
2.083219051361084,b'Test\r\n'
2.0857203006744385,b'Test\r\n'
2.088224172592163,b'Test\r\n'
2.090223789215088,b'Test\r\n'
2.0927276611328125,b'Test\r\n'
2.094728708267212,b'Test\r\n'
2.0962297916412354,b'Test\r\n'
2.09822940826416,b'Test\r\n'
2.100731134414673,b'Test\r\n'
2.1037330627441406,b'Test\r\n'
2.1062347888946533,b'Test\r\n'
2.108236312866211,b'Test\r\n'
2.1107382774353027,b'Test\r\n'
2.11324143409729,b'Test\r\n'
2.116750478744507,b'Test\r\n'
2.1202468872070312,b'Test\r\n'
2.122246026992798,b'Test\r\n'
2.126251459121704,b'Test\r\n'
2.128751754760742,b'Test\r\n'
2.130753755569458,b'Test\r\n'
2.133258819580078,b'Test\r\n'
2.136756658554077,b'Test\r\n'
2.1387579441070557,b'Test\r\n'
2.1412596702575684,b'Test\r\n'
2.143261194229126,b'Test\r\n'
2.146763801574707,b'Test\r\n'
2.1502740383148193,b'Test\r\n'
2.154268741607666,b'Test\r\n'
2.157270908355713,b'Test\r\n'
2.1602728366851807,b'Test\r\n'
2.1627752780914307,b'Test\r\n'
2.164776086807251,b'Test\r\n'
2.1687793731689453,b'Test\r\n'
2.171281099319458,b'Test\r\n'
2.1732823848724365,b'Test\r\n'
2.175283908843994,b'Test\r\n'
2.178786516189575,b'Test\r\n'
2.1807878017425537,b'Test\r\n'
2.1842904090881348,b'Test\r\n'
2.1872928142547607,b'Test\r\n'
2.1907949447631836,b'Test\r\n'
2.1932973861694336,b'Test\r\n'
2.195297956466675,b'Test\r\n'
2.1978001594543457,b'Test\r\n'
2.202303171157837,b'Test\r\n'
2.2053072452545166,b'Test\r\n'
2.2073066234588623,b'Test\r\n'
2.209307909011841,b'Test\r\n'
2.212310791015625,b'Test\r\n'
2.2148118019104004,b'Test\r\n'
2.2188146114349365,b'Test\r\n'
2.2223241329193115,b'Test\r\n'
2.2258195877075195,b'Test\r\n'
2.2278218269348145,b'Test\r\n'
2.2303225994110107,b'Test\r\n'
2.2343263626098633,b'Test\r\n'
2.2368276119232178,b'Test\r\n'
2.2393290996551514,b'Test\r\n'
2.241330623626709,b'Test\r\n'
2.2448337078094482,b'Test\r\n'
2.2473347187042236,b'Test\r\n'
2.250343084335327,b'Test\r\n'
2.2543399333953857,b'Test\r\n'
2.2573423385620117,b'Test\r\n'
2.259343385696411,b'Test\r\n'
2.2613446712493896,b'Test\r\n'
2.2643465995788574,b'Test\r\n'
2.2678513526916504,b'Test\r\n'
2.269850730895996,b'Test\r\n'
2.272352933883667,b'Test\r\n'
2.2748544216156006,b'Test\r\n'
2.277355670928955,b'Test\r\n'
2.279357671737671,b'Test\r\n'
2.2818591594696045,b'Test\r\n'
2.286863088607788,b'Test\r\n'
2.28936505317688,b'Test\r\n'
2.2918663024902344,b'Test\r\n'
2.2943685054779053,b'Test\r\n'
2.2978711128234863,b'Test\r\n'
2.3008763790130615,b'Test\r\n'
2.303875684738159,b'Test\r\n'
2.3073770999908447,b'Test\r\n'
2.3098790645599365,b'Test\r\n'
2.3123810291290283,b'Test\r\n'
2.314382553100586,b'Test\r\n'
2.3198893070220947,b'Test\r\n'
2.3223876953125,b'Test\r\n'
2.32489013671875,b'Test\r\n'
2.3268914222717285,b'Test\r\n'
2.3303940296173096,b'Test\r\n'
2.3323957920074463,b'Test\r\n'
2.335897445678711,b'Test\r\n'
2.3378989696502686,b'Test\r\n'
2.3409013748168945,b'Test\r\n'
2.3439035415649414,b'Test\r\n'
2.346404790878296,b'Test\r\n'
2.348906993865967,b'Test\r\n'
2.353410005569458,b'Test\r\n'
2.3564116954803467,b'Test\r\n'
2.358914375305176,b'Test\r\n'
2.360414743423462,b'Test\r\n'
2.363917112350464,b'Test\r\n'
2.3659186363220215,b'Test\r\n'
2.3694212436676025,b'Test\r\n'
2.373424530029297,b'Test\r\n'
2.3759260177612305,b'Test\r\n'
2.377927303314209,b'Test\r\n'
2.3799288272857666,b'Test\r\n'
2.384434938430786,b'Test\r\n'
2.387934446334839,b'Test\r\n'
2.3904359340667725,b'Test\r\n'
2.3934383392333984,b'Test\r\n'
2.396440267562866,b'Test\r\n'
2.3984415531158447,b'Test\r\n'
2.401944160461426,b'Test\r\n'
2.405446767807007,b'Test\r\n'
2.4079484939575195,b'Test\r\n'
2.4099502563476562,b'Test\r\n'
2.4119513034820557,b'Test\r\n'
2.415454387664795,b'Test\r\n'
2.419956922531128,b'Test\r\n'
2.422959327697754,b'Test\r\n'
2.4259610176086426,b'Test\r\n'
2.4284629821777344,b'Test\r\n'
2.430464744567871,b'Test\r\n'
2.4344677925109863,b'Test\r\n'
2.4389705657958984,b'Test\r\n'
2.4414727687835693,b'Test\r\n'
2.444974899291992,b'Test\r\n'
2.4529812335968018,b'Test\r\n'
2.4564826488494873,b'Test\r\n'
2.4609856605529785,b'Test\r\n'
2.4634878635406494,b'Test\r\n'
2.4679958820343018,b'Test\r\n'
2.4709932804107666,b'Test\r\n'
2.4739952087402344,b'Test\r\n'
2.4769976139068604,b'Test\r\n'
2.4810004234313965,b'Test\r\n'
2.485503911972046,b'Test\r\n'
2.4885056018829346,b'Test\r\n'
2.4915075302124023,b'Test\r\n'
2.4945101737976074,b'Test\r\n'
2.4975123405456543,b'Test\r\n'
2.5030159950256348,b'Test\r\n'
2.5055177211761475,b'Test\r\n'
2.5085203647613525,b'Test\r\n'
2.5110223293304443,b'Test\r\n'
2.5150249004364014,b'Test\r\n'
2.5190274715423584,b'Test\r\n'
2.5230302810668945,b'Test\r\n'
2.5260324478149414,b'Test\r\n'
2.5290393829345703,b'Test\r\n'
2.531536102294922,b'Test\r\n'
2.5370399951934814,b'Test\r\n'
2.539541721343994,b'Test\r\n'
2.54254412651062,b'Test\r\n'
2.5475475788116455,b'Test\r\n'
2.5510549545288086,b'Test\r\n'
2.5545527935028076,b'Test\r\n'
2.574066162109375,b'Test\r\n'
2.5785696506500244,b'Test\r\n'
2.5825724601745605,b'Test\r\n'
2.5865752696990967,b'Test\r\n'
2.5900778770446777,b'Test\r\n'
2.5925796031951904,b'Test\r\n'
2.595581293106079,b'Test\r\n'
2.598583698272705,b'Test\r\n'
2.6035873889923096,b'Test\r\n'
2.6070897579193115,b'Test\r\n'
2.6100916862487793,b'Test\r\n'
2.6135942935943604,b'Test\r\n'
2.6170969009399414,b'Test\r\n'
2.6206002235412598,b'Test\r\n'
2.6241021156311035,b'Test\r\n'
2.627103805541992,b'Test\r\n'
2.629606008529663,b'Test\r\n'
2.631606340408325,b'Test\r\n'
2.636613130569458,b'Test\r\n'
2.6396126747131348,b'Test\r\n'
2.642615556716919,b'Test\r\n'
2.647118091583252,b'Test\r\n'
2.650620698928833,b'Test\r\n'
2.654122829437256,b'Test\r\n'
2.657625436782837,b'Test\r\n'
2.6601271629333496,b'Test\r\n'
2.6631295680999756,b'Test\r\n'
2.668632984161377,b'Test\r\n'
2.672135591506958,b'Test\r\n'
2.674637794494629,b'Test\r\n'
2.6781399250030518,b'Test\r\n'
2.6806414127349854,b'Test\r\n'
2.6836442947387695,b'Test\r\n'
2.6881468296051025,b'Test\r\n'
2.6906490325927734,b'Test\r\n'
2.6926498413085938,b'Test\r\n'
2.6946518421173096,b'Test\r\n'
2.6986541748046875,b'Test\r\n'
2.703658103942871,b'Test\r\n'
2.706660747528076,b'Test\r\n'
2.7091622352600098,b'Test\r\n'
2.7116634845733643,b'Test\r\n'
2.714665651321411,b'Test\r\n'
2.7181713581085205,b'Test\r\n'
2.721170663833618,b'Test\r\n'
2.7236721515655518,b'Test\r\n'
2.7261745929718018,b'Test\r\n'
2.730691909790039,b'Test\r\n'
2.7346832752227783,b'Test\r\n'
2.7376821041107178,b'Test\r\n'
2.740684747695923,b'Test\r\n'
2.7431867122650146,b'Test\r\n'
2.745187997817993,b'Test\r\n'
2.747689723968506,b'Test\r\n'
2.7531931400299072,b'Test\r\n'
2.755695343017578,b'Test\r\n'
2.7581965923309326,b'Test\r\n'
2.7606985569000244,b'Test\r\n'
2.763199806213379,b'Test\r\n'
2.767205238342285,b'Test\r\n'
2.77020525932312,b'Test\r\n'
2.773207426071167,b'Test\r\n'
2.776209831237793,b'Test\r\n'
2.7787108421325684,b'Test\r\n'
2.781212568283081,b'Test\r\n'
2.786216974258423,b'Test\r\n'
2.7882182598114014,b'Test\r\n'
2.790719985961914,b'Test\r\n'
2.793221950531006,b'Test\r\n'
2.796224594116211,b'Test\r\n'
2.8002262115478516,b'Test\r\n'
2.8027284145355225,b'Test\r\n'
2.8062310218811035,b'Test\r\n'
2.808232307434082,b'Test\r\n'
2.8107337951660156,b'Test\r\n'
2.812735080718994,b'Test\r\n'
2.8172447681427,b'Test\r\n'
2.8202404975891113,b'Test\r\n'
2.822742462158203,b'Test\r\n'
2.8267462253570557,b'Test\r\n'
2.830247640609741,b'Test\r\n'
2.832749843597412,b'Test\r\n'
2.835752248764038,b'Test\r\n'
2.8387539386749268,b'Test\r\n'
2.841256856918335,b'Test\r\n'
2.843256950378418,b'Test\r\n'
2.845258951187134,b'Test\r\n'
2.848261594772339,b'Test\r\n'
2.8522629737854004,b'Test\r\n'
2.854764699935913,b'Test\r\n'
2.8587703704833984,b'Test\r\n'
2.8617708683013916,b'Test\r\n'
2.864272117614746,b'Test\r\n'
2.8687751293182373,b'Test\r\n'
2.870776414871216,b'Test\r\n'
2.8732781410217285,b'Test\r\n'
2.8757808208465576,b'Test\r\n'
2.878782033920288,b'Test\r\n'
2.8812835216522217,b'Test\r\n'
2.884786367416382,b'Test\r\n'
2.8897898197174072,b'Test\r\n'
2.892791748046875,b'Test\r\n'
2.895294189453125,b'Test\r\n'
2.899296760559082,b'Test\r\n'
2.902799367904663,b'Test\r\n'
2.9048001766204834,b'Test\r\n'
2.9073023796081543,b'Test\r\n'
2.9103055000305176,b'Test\r\n'
2.912806272506714,b'Test\r\n'
2.9148082733154297,b'Test\r\n'
2.9188106060028076,b'Test\r\n'
2.9218122959136963,b'Test\r\n'
2.9248147010803223,b'Test\r\n'
2.92681622505188,b'Test\r\n'
2.928316831588745,b'Test\r\n'
2.931819438934326,b'Test\r\n'
2.9358224868774414,b'Test\r\n'
2.938324213027954,b'Test\r\n'
2.941826820373535,b'Test\r\n'
2.943828821182251,b'Test\r\n'
2.9468300342559814,b'Test\r\n'
2.9493322372436523,b'Test\r\n'
2.9538352489471436,b'Test\r\n'
2.9568369388580322,b'Test\r\n'
2.959339141845703,b'Test\r\n'
2.9628422260284424,b'Test\r\n'
2.965343475341797,b'Test\r\n'
2.969346284866333,b'Test\r\n'
2.973349094390869,b'Test\r\n'
2.9758503437042236,b'Test\r\n'
2.977853536605835,b'Test\r\n'
2.980354070663452,b'Test\r\n'
2.984360694885254,b'Test\r\n'
2.987859010696411,b'Test\r\n'
2.990861177444458,b'Test\r\n'
2.9933629035949707,b'Test\r\n'
2.9958653450012207,b'Test\r\n'
2.9988667964935303,b'Test\r\n'
3.003870725631714,b'Test\r\n'
3.0063722133636475,b'Test\r\n'
3.008373737335205,b'Test\r\n'
3.0103750228881836,b'Test\r\n'
3.013878107070923,b'Test\r\n'
3.0188815593719482,b'Test\r\n'
3.021383047103882,b'Test\r\n'
3.0243849754333496,b'Test\r\n'
3.0268871784210205,b'Test\r\n'
3.028888463973999,b'Test\r\n'
3.03139066696167,b'Test\r\n'
3.035893678665161,b'Test\r\n'
3.0388970375061035,b'Test\r\n'
3.040896415710449,b'Test\r\n'
3.046405076980591,b'Test\r\n'
3.048902750015259,b'Test\r\n'
3.051905393600464,b'Test\r\n'
3.0544064044952393,b'Test\r\n'
3.0579090118408203,b'Test\r\n'
3.0604119300842285,b'Test\r\n'
3.0619118213653564,b'Test\r\n'
3.06441330909729,b'Test\r\n'
3.0689163208007812,b'Test\r\n'
3.0719187259674072,b'Test\r\n'
3.073920249938965,b'Test\r\n'
3.0789239406585693,b'Test\r\n'
3.0824265480041504,b'Test\r\n'
3.0859286785125732,b'Test\r\n'
3.088931083679199,b'Test\r\n'
3.091433048248291,b'Test\r\n'
3.0939342975616455,b'Test\r\n'
3.096436023712158,b'Test\r\n'
3.09893798828125,b'Test\r\n'
3.1039414405822754,b'Test\r\n'
3.107445478439331,b'Test\r\n'
3.110445976257324,b'Test\r\n'
3.113447904586792,b'Test\r\n'
3.1154496669769287,b'Test\r\n'
3.120453119277954,b'Test\r\n'
3.122955083847046,b'Test\r\n'
3.1254563331604004,b'Test\r\n'
3.1279585361480713,b'Test\r\n'
3.130460023880005,b'Test\r\n'
3.132462501525879,b'Test\r\n'
3.1369645595550537,b'Test\r\n'
3.14096736907959,b'Test\r\n'
3.144470453262329,b'Test\r\n'
3.146972179412842,b'Test\r\n'
3.151474952697754,b'Test\r\n'
3.1544833183288574,b'Test\r\n'
3.1564793586730957,b'Test\r\n'
3.1589810848236084,b'Test\r\n'
3.161482334136963,b'Test\r\n'
3.163984775543213,b'Test\r\n'
3.167987108230591,b'Test\r\n'
3.1714894771575928,b'Test\r\n'
3.1744914054870605,b'Test\r\n'
3.176992893218994,b'Test\r\n'
3.179495096206665,b'Test\r\n'
3.182497501373291,b'Test\r\n'
3.186000108718872,b'Test\r\n'
3.1885015964508057,b'Test\r\n'
3.1925039291381836,b'Test\r\n'
3.1950061321258545,b'Test\r\n'
3.197507858276367,b'Test\r\n'
3.2000129222869873,b'Test\r\n'
3.204012393951416,b'Test\r\n'
3.207515001296997,b'Test\r\n'
3.209516763687134,b'Test\r\n'
3.211517810821533,b'Test\r\n'
3.2150211334228516,b'Test\r\n'
